TEN DON VI,HE THONG,SYSTEM CODE,KA,SUP,SALE,PG,QUAN,VUNG MIEN,TINH/THANH,NAM,THANG
BACH HOA XANH KHO TRAN DAI NGHIA,BHX,BHX_3240_TDN,KA HCM1,PHAM VAN PHU,VU THUY MINH THAO,"""NO PG""",,TP HCM,HCM,2022,12
BACH HOA XANH KHO VINH LOC,BHX,BHX_1522_VLOC,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
BACH HOA XANH KIEN GIANG,BHX,BHX_9899_TPHU,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TPHCM,,2022,12
BACH HOA XANH MAI DAM,BHX,BHX_5664_MDAM,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,,2022,12
BACH HOA XANH MY THO,BHX,BHX_4014_MTHO,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,MIEN TAY,,2022,12
BACH HOA XANH PHU MY,BHX,BHX_7161_PMY,KA HCM2,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TPHCM,,2022,12
BACH HOA XANH TAN PHU TRUNG,BHX,BHX_6911_KGIANG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TPHCM,,2022,12
BACH HOA XANH THOT NOT,BHX,BHX_5058_TNOT,KA HCM3,PHAM VAN PHU,KHA PHUONG THAO,"""NO PG""",,MIEN TAY,,2022,12
BACH HOA XANH THU DUC,BHX,BHX_9814_TDUC,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TPHCM,,2022,12
BACH HOA XANH THUAN AN,BHX,BHX_5851_THAN,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TPHCM,,2022,12
BIG C AN LAC,BIG C,BIGC_ANLAC,KA HCM1,PHAM VAN PHU,VACANCY - PHU,NGUYEN THI KIM AU,,TP HCM,HCM,2022,12
BIG C AN PHU,BIG C,BIGC_ANPHU,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2022,12
BIG C AU CO,BIG C,BIGC_AUCO,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2022,12
BIG C BAC GIANG,BIG C,BIGC_BGIANG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BAC GIANG,MIEN DONG BAC BO,2022,12
BIG C BEN TRE,BIG C,BIGC_GO_BTRE,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BEN TRE,DONG BANG SONG CUU LONG,2022,12
BIG C BINH DUONG,BIG C,BIGC_BDUONG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2022,12
BIG C CAN THO,BIG C,BIGC_CTHO,KA HCM1,PHAM VAN PHU,KHA PHUONG THAO,"""NO PG""",,CAN THO,MIEN TAY,2022,12
BIG C DA LAT,BIG C,BIGC_DLAT,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,LAM DONG,TAY NGUYEN,2022,12
BIG C DA NANG,BIG C,BIGC_DNANG,KA HCM1,PHAM VAN PHU,PHAM THI BINH,"""NO PG""",,DA NANG,MIEN TRUNG,2022,12
BIG C DI AN,BIG C,BIGC_DIAN,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2022,12
BIG C DONG NAI,BIG C,BIGC_DNAI,KA HCM1,PHAM VAN PHU,TRAN THI NHAN,LUU THI CAM NHUNG,,DONG NAI,MIEN DONG NAM BO,2022,12
BIG C GARDEN MALL,BIG C,BIGC_GARDEN,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C GO BA RIA,BIG C,BIGC_GO_BRIA,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,,,2022,12
BIG C GO BUON MA THUOT,BIG C,BIGC_GO_BMT,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BUON MA THUOT,MIEN TRUNG,2022,12
BIG C GO DAU,BIG C,BIGC_GO_GDAU,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,,,2022,12
BIG C GO LAO CAI,BIG C,BIGC_GO_LAOCAI,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,,,2022,12
BIG C GO TAM KỲ,BIG C,BIGC_GO_TKY,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,,,2022,12
BIG C GO THAI BINH,BIG C,BIGC_GO_TBINH,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,THAI NGUYEN,MIEN BAC TRUNG BO,2022,12
BIG C GO VAP,BIG C,BIGC_GVAP,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
BIG C HA LONG,BIG C,BIGC_HLONG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,NINH BINH,DONG BANG SONG HONG,2022,12
BIG C HAI DUONG,BIG C,BIGC_HDUONG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,HAI DUONG,DONG BANG SONG HONG,2022,12
BIG C HAI PHONG,BIG C,BIGC_HPHONG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,HAI PHONG,MIEN BAC,2022,12
BIG C HO GUOM,BIG C,BIGC_HGUOM,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C HUE,BIG C,BIGC_HUE,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,HUE,MIEN BAC TRUNG BO,2022,12
BIG C KHO 802,BIG C,BIGC_KHO802,KA HCM1,PHAM VAN PHU,"""NO SALE""","""NO PG""",,TP HCM,HCM,2022,12
BIG C LE TRONG TAN,BIG C,BIGC_LTT,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C LONG BIEN,BIG C,BIGC_LBIEN,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C ME LINH,BIG C,BIGC_MLINH,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C MIEN DONG,BIG C,BIGC_MDONG,KA HCM1,PHAM VAN PHU,VACANCY - PHU,PHAM VAN QUY,,TP HCM,HCM,2022,12
BIG C MY THO,BIG C,BIGC_MTHO,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2022,12
BIG C NAM DINH,BIG C,BIGC_NDINH,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,NAM DINH,DONG BANG SONG HONG,2022,12
BIG C NGUYEN XIEN,BIG C,BIGC_NXIEN,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
BIG C NHA TRANG,BIG C,BIGC_NTRANG,KA HCM1,PHAM VAN PHU,TRAN THANH TUAN,"""NO PG""",,NHA TRANG,DUYEN HAI NAM TRUNG BO,2022,12
BIG C NINH BINH,BIG C,BIGC_NBINH,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,NINH BINH,DONG BANG SONG HONG,2022,12
BIG C PHU THANH,BIG C,BIGC_PTHANH,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2022,12
BIG C QUAN 7,BIG C,BIGC_LAND,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,NO PG,,TP HCM,HCM,2022,12
BIG C QUANG NGAI,BIG C,BIGC_QNGAI,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,QUANG NGAI,MIEN TRUNG,2022,12
BIG C QUY NHON,BIG C,BIGC_QNHON,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,BINH DINH,DUYEN HAI NAM TRUNG BO,2022,12
BIG C TAN HIEP,BIG C,BIGC_THIEP,KA HCM1,PHAM VAN PHU,TRAN THI NHAN,HUYNH NGOC MAI,,DONG NAI,MIEN DONG NAM BO,2022,12
BIG C THAI NGUYEN,BIG C,BIGC_GO_TNGUYEN,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,THAI NGUYEN,MIEN BAC TRUNG BO,2022,12
BIG C THANG LONG,BIG C,BIGC_TLONG,KA HCM1,PHAM VAN PHU,LE THI HONG DIEP,PHAM THI OANH,,HA NOI,MIEN BAC,2022,12
BIG C THANH HOA,BIG C,BIGC_THOA,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,THANH HOA,MIEN BAC TRUNG BO,2022,12
BIG C THAO DIEN,BIG C,BIGC_TDIEN,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2022,12
BIG C TRA VINH,BIG C,BIGC_TVINH,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TRA VINH,DONG BANG SONG CUU LONG,2022,12
BIG C TRUONG CHINH,BIG C,BIGC_TCHINH,KA HCM1,PHAM VAN PHU,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2022,12
BIG C VIET TRI,BIG C,BIGC_VTRI,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,PHU THO,MIEN DONG BAC BO,2022,12
BIG C VINH,BIG C,BIGC_VINH,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,NGHE AN,MIEN BAC TRUNG BO,2022,12
BIG C VINH PHUC,BIG C,BIGC_VPHUC,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,VINH PHUC,DONG BANG SONG HONG,2022,12
BONIVA FOOD,BONIVA FOOD,6469,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TP HCM,HCM,2022,12
B'S MART,B'S MART,4317,KA HCM1,PHAM VAN PHU,VACANCY - PHU ,"""NO PG""",,TP HCM,HCM,2022,12
CAO PHONG CACH MANG THANG 8,CAO PHONG,CP_CMT8,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
CAO PHONG HOANG DIEU,CAO PHONG,CP_HD,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
CAO PHONG HUNG VUONG,CAO PHONG,CP_HV,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
CAO PHONG LUONG DINH CUA,CAO PHONG,CP_LDC,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
CAO PHONG TON DAT TIEN,CAO PHONG,CP_TDT,KA HCM1,PHAM VAN PHU,VACANCY - PHU,"""NO PG""",,TP HCM,HCM,2022,12
CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ UBG,UBG,6485,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TPHCM,HCM,2022,12
CÔNG TY GRELI,GRELI,6504,KA HCM2,NGUYEN THI QUY HANG,"""NO SALE""","""NO PG""",,,,2022,12
CÔNG TY TNHH THISO RETAIL,EMART,4812_THISO,KA HCM1,PHAM VAN PHU,LE NHAT TAN,DU NGOC TAM THANH,,TP HCM,HCM,2022,12
COOPFOOD SAFIRA KHANG DIEN,COOP MART,COOP_SAFIRAKDIEN,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,,,2022,12
COOPFOOD TRUONG THO,COOP MART,COOP_TTHO,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,,,2022,12
COOPFOOD THANH LOC 17,COOP MART,COOP_TLOC17,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,,,2022,12
COOP AN NHON,COOP MART,COOP_ANHON,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,BINH DINH,DUYEN HAI NAM TRUNG BO,2022,12
COOP AU CO,COOP MART,COOP_AUC_AC856,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP BA RIA,COOP MART,COOP_BRIA,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,BA RIA VUNG TAU,MIEN DONG NAM BO,2022,12
COOP BAC GIANG,COOP MART,COOP_BGIANG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,BAC GIANG,MIEN DONG BAC BO,2022,12
COOP BAC LIEU 2,COOP MART,COOP_BLIEU2,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,BAC LIEU,DONG BANG SONG CUU LONG,2022,12
COOP BAO LOC,COOP MART,COOP_BLOC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,LAM DONG,TAY NGUYEN,2022,12
COOP BEN LUC,COOP MART,COOP_BLUC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,LONG AN,DONG BANG SONG CUU LONG,2022,12
COOP BEN TRE,COOP MART,COOP_BTRE,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,BEN TRE,DONG BANG SONG CUU LONG,2022,12
COOP BIEN HOA,COOP MART,COOP_BHOA,KA HCM2,NGUYEN THI QUY HANG,TRAN THI NHAN,"""NO PG""",,DONG NAI,MIEN DONG NAM BO,2022,12
COOP BINH DUONG,COOP MART,COOP_BDUONG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2022,12
COOP BINH DUONG 2,COOP MART,COOP_BDUONG2,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2022,12
COOP BINH TAN,COOP MART,COOP_BTAN,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP BINH TAN 2,COOP MART,COOP_BTAN2,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP BINH THUY CAN THO,COOP MART,COOP_BTHUY,KA HCM2,NGUYEN THI QUY HANG,KHA PHUONG THAO,"""NO PG""",,CAN THO,MIEN TAY,2022,12
COOP BINH TRIEU,COOP MART,COOP_BTRIEU,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP BUON HO,COOP MART,COOP_BHO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2022,12
COOP BUON MA THUOT,COOP MART,COOP_BMT,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2022,12
COOP CA MAU,COOP MART,COOP_CMAU,KA HCM2,NGUYEN THI QUY HANG,KHA PHUONG THAO,"""NO PG""",,CA MAU,DONG BANG SONG CUU LONG,2022,12
COOP CAI LAY,COOP MART,COOP_CLAY,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP CAM RANH,COOP MART,COOP_CRANH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,KHANH HOA,DUYEN HAI NAM TRUNG BO,2022,12
COOP CAN GIO,COOP MART,COOP_CGIO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CAN GIUOC,COOP MART,COOP_CGUOC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,NO PG,,TP HCM,HCM,2022,12
COOP CAN GIUOC LONG AN,COOP MART,COOP_CGIUOC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,LONG AN,DONG BANG SONG CUU LONG,2022,12
COOP CAN THO,COOP MART,COOP_CTHO,KA HCM2,NGUYEN THI QUY HANG,KHA PHUONG THAO,"""NO PG""",,CAN THO,MIEN TAY,2022,12
COOP CAO LANH,COOP MART,COOP_CLANH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2022,12
COOP CAO THANG,COOP MART,COOP_AUC_CTHANG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CHAU DOC,COOP MART,COOP_CDOC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP CHAU THANH,COOP MART,COOP_CTHANH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2022,12
COOP CHEERS,COOP CHEERS,COOP_CHEER,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CHU SE GIA LAI,COOP MART,COOP_CSE,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,GIA LAI,TAY NGUYEN,2022,12
COOP CHU VAN AN,COOP MART,COOP_CVA,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CONG QUYNH,COOP MART,COOP_CQUYNH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CRESCENT MALL,COOP MART,COOP_GIANT,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CU CHI,COOP MART,COOP_CCHI,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP CU MGAR,COOP MART,COOP_MGAR,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,DAK LAK,TAY NGUYEN,2022,12
COOP DA NANG,COOP MART,COOP_DNANG,KA HCM2,NGUYEN THI QUY HANG,PHAM THI BINH,"""NO PG""",,DA NANG,MIEN TRUNG,2022,12
COOP DAK NONG,COOP MART,COOP_DNONG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,DAK NONG,TAY NGUYEN,2022,12
COOP DO VAN DAY,COOP MART,COOP_DVD,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TP HCM,HCM,2022,12
COOP DONG HA QUANG TRI,COOP MART,COOP_DHA,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,QUANG TRI,MIEN BAC TRUNG BO,2022,12
COOP DONG PHU BINH PHUOC,COOP MART,COOP_DPHU,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2022,12
COOP DONG VAN CONG,COOP MART,COOP_DVC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP DONG XOAI BINH PHUOC,COOP MART,COOP_DXOAI,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2022,12
COOP DUC PHO QUANG NGAI,COOP MART,COOP_DPHO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,QUANG NGAI,DUYEN HAI NAM TRUNG BO,2022,12
COOP DUONG MINH CHAU,COOP MART,COOP_DMCHAU,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2022,12
COOP DUYEN HAI TRA VINH,COOP MART,COOP_DHAI,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TRA VINH,DONG BANG SONG CUU LONG,2022,12
COOP EXTRA LINH TRUNG,COOP EXTRA,COOP_LTRUNG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP EXTRA PHAM VAN DONG,COOP EXTRA,COOP_PVD,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP EXTRA SU VAN HANH,COOP EXTRA,COOP_SVH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP EXTRA TAN PHONG,COOP EXTRA,COOP_TPHONG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP FINELIFE HA DO,COOP MART,COOP_FL_HADO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP FINELIFE RIVIERA POINT,COOP MART,COOP_FL_RIVIERA,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP FINELIFE SAIGON MIA,COOP MART,COOP_FL_MIA,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP FINELIFE URBAN HILL,COOP MART,COOP_FL_URBANHILL,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP GO CONG,COOP MART,COOP_GCONG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP GO DAU TAY NINH,COOP MART,COOP_GDAU,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2022,12
COOP GOLDENSILK,COOP MART,COOP_AUC_GOLDEN,KA HCM2,NGUYEN THI QUY HANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
COOP GOLDSILK,COOP MART,COOP_AUC_GOLDSILK,KA HCM2,NGUYEN THI QUY HANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
COOP HA DO,COOP MART,COOP_HDO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HA DONG,COOP MART,COOP_HDONG,KA HCM2,NGUYEN THI QUY HANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
COOP HA NOI,COOP MART,COOP_HNOI,KA HCM2,NGUYEN THI QUY HANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
COOP HA TIEN,COOP MART,COOP_HTIEN,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP HA TINH,COOP MART,COOP_HTINH,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,HA TINH,MIEN BAC TRUNG BO,2022,12
COOP HAI PHONG,COOP MART,COOP_HPHONG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,HAI PHONG,MIEN BAC,2022,12
COOP HAU GIANG,COOP MART,COOP_HGIANG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HIEP THANH QUAN 12,COOP MART,COOP_HTHANH,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TP HCM,HCM,2022,12
COOP HOA BINH,COOP MART,COOP_HBINH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HOA HAO,COOP MART,COOP_HHAO,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HOANG VAN THU,COOP MART,COOP_HVT_AUC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HOC MON,COOP MART,COOP_HMON,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TP HCM,HCM,2022,12
COOP HONG NGU DONG THAP,COOP MART,COOP_HNGU,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2022,12
COOP HUE,COOP MART,COOP_HUE,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,HUE,MIEN BAC TRUNG BO,2022,12
COOP HUNG VUONG,COOP MART,COOP_ADONG,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP HUYNH TAN PHAT,COOP MART,COOP_PMH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP KIEN GIANG,COOP MART,COOP_KGIANG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP KONTUM,COOP MART,COOP_KTUM,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,KON TUM,TAY NGUYEN,2022,12
COOP LAGI BINH THUAN,COOP MART,COOP_LAGI,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,BINH THUAN,DUYEN HAI NAM TRUNG BO,2022,12
COOP LONG BIEN,COOP MART,COOP_AUC_LBIEN,KA HCM2,NGUYEN THI QUY HANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2022,12
COOP LONG XUYEN AN GIANG,COOP MART,COOP_LX,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP LY THUONG KIET,COOP MART,COOP_TTAM,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP MINH DUC,COOP MART,COOP_MDUC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,,2022,12
COOP MY THO TIEN GIANG,COOP MART,COOP_MTHO,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2022,12
COOP NAM DINH,COOP MART,COOP_NDINH,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,NAM DINH,DONG BANG SONG HONG,2022,12
COOP NGA BAY HAU GIANG,COOP MART,COOP_N7HG,KA HCM2,NGUYEN THI QUY HANG,VACANCY,"""NO PG""",,HAU GIANG,DONG BANG SONG CUU LONG,2022,12
COOP NGUYEN ANH THU,COOP MART,COOP_TMTAY,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP NGUYEN BINH,COOP MART,COOP_NBINH,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
COOP NGUYEN DINH CHIEU,COOP MART,COOP_NDC,KA HCM2,NGUYEN THI QUY HANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2022,12
